age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
46,2,34377,0,12,2,2,0,4,1,0,0,40,39,>50K
40,4,209833,7,10,2,2,0,4,1,0,0,60,39,<=50K
35,1,185769,7,10,2,7,0,4,1,0,0,40,39,<=50K
30,2,312667,4,9,2,13,0,4,1,0,0,40,39,<=50K
33,2,343925,4,9,4,5,1,2,1,0,0,40,23,<=50K
48,2,398843,7,10,5,11,4,2,0,0,0,35,39,<=50K
31,2,73514,4,9,4,11,3,1,0,0,0,40,39,<=50K
36,2,288049,4,9,2,3,0,4,1,0,0,45,39,<=50K
48,2,54759,4,9,0,9,4,4,0,0,0,38,39,<=50K
30,2,155343,4,9,2,2,0,4,1,5013,0,40,39,<=50K
33,2,401104,4,9,2,5,0,4,1,0,0,50,39,>50K
53,2,113995,2,13,2,3,0,4,1,0,0,45,39,>50K
18,2,146378,7,10,4,7,3,4,0,0,0,40,0,<=50K
38,2,111499,7,10,2,13,0,4,1,7298,0,50,39,>50K
34,2,34374,7,10,4,7,1,4,1,0,0,50,39,<=50K
45,2,162187,2,13,2,11,0,4,1,0,0,52,39,>50K
33,1,147654,1,11,2,9,0,4,1,0,0,60,39,<=50K
35,2,182467,1,11,2,2,5,4,0,0,0,44,39,<=50K
22,2,183970,4,9,4,5,3,2,1,0,0,40,39,<=50K
35,2,332588,4,9,0,7,4,4,0,0,0,30,39,<=50K
50,2,162632,4,9,2,3,0,4,1,0,0,45,39,<=50K
38,1,91711,2,13,2,9,0,4,1,0,0,50,39,>50K
33,2,198003,7,10,2,2,0,4,1,7298,0,50,39,>50K
46,2,179048,4,9,2,11,0,4,1,0,0,35,0,<=50K
25,2,262778,2,13,4,11,1,4,0,6849,0,50,39,<=50K
64,2,102470,4,9,2,2,0,4,1,0,0,40,39,<=50K
32,2,164243,4,9,2,12,0,4,1,0,0,60,39,>50K
61,2,51170,4,9,2,2,0,4,1,0,0,55,39,<=50K
40,5,91949,3,16,4,9,1,2,0,0,0,40,39,<=50K
21,2,123727,4,9,4,3,2,4,0,0,0,40,39,<=50K
35,4,120301,7,10,2,3,0,4,1,0,0,45,39,<=50K
29,2,250967,1,11,2,9,0,4,1,0,0,40,39,<=50K
27,0,285432,0,12,4,13,1,2,1,0,0,40,39,<=50K
20,2,36235,0,12,4,0,1,4,0,0,0,40,39,<=50K
51,1,110965,5,14,4,9,3,4,1,0,0,40,39,<=50K
20,6,249087,7,10,4,14,3,4,0,0,0,40,39,<=50K
31,2,152940,7,10,2,2,0,4,1,0,0,40,39,<=50K
29,2,376680,4,9,4,12,3,2,1,0,0,40,39,<=50K
56,2,231232,2,13,2,0,0,4,1,0,0,30,2,<=50K
32,1,190228,4,9,2,7,0,4,1,0,0,40,39,<=50K
28,2,216178,4,9,2,11,0,4,1,0,0,40,39,<=50K
40,2,273308,4,9,0,6,4,4,0,0,0,48,26,<=50K
48,2,216292,4,9,2,4,0,4,1,0,0,43,39,<=50K
38,2,179668,2,13,2,9,0,4,1,0,0,50,39,>50K
26,2,210812,7,10,0,2,1,4,1,0,0,43,39,<=50K
45,0,311671,1,11,2,10,0,4,1,3908,0,40,39,<=50K
32,0,125856,4,9,0,2,4,4,1,0,0,40,39,<=50K
22,2,24008,4,9,4,0,1,4,1,0,0,40,39,<=50K
38,5,354591,4,9,4,7,4,2,0,114,0,38,39,<=50K
34,2,155343,4,9,2,2,0,4,1,0,1848,50,39,>50K
24,2,314823,4,9,4,11,3,4,1,0,0,40,6,<=50K
23,2,126550,4,9,4,2,2,4,1,0,0,40,39,<=50K
31,2,260782,7,10,2,13,0,4,1,0,1579,45,8,<=50K
29,2,114224,2,13,2,9,0,4,1,0,0,40,39,>50K
22,5,64292,2,13,4,9,3,4,0,0,0,43,39,<=50K
55,1,219775,4,9,0,7,4,4,0,0,0,38,39,<=50K
43,2,212894,4,9,0,2,2,4,1,0,0,40,39,<=50K
29,2,228075,4,9,4,0,4,4,1,0,0,35,26,<=50K
22,2,239806,1,11,4,7,2,4,0,0,0,40,26,<=50K
22,2,324637,7,10,4,11,1,4,1,0,0,42,39,<=50K
29,2,194200,7,10,4,6,3,4,1,0,0,45,39,<=50K
25,5,129200,7,10,4,13,1,2,1,0,0,40,39,<=50K
33,0,207172,4,9,4,3,1,4,0,0,0,40,39,<=50K
33,2,135312,2,13,4,9,1,4,1,0,0,40,39,>50K
30,1,226443,5,14,2,9,0,4,1,0,1887,45,39,>50K
55,2,110871,2,13,2,11,0,4,1,0,0,40,39,<=50K
47,6,224108,4,9,6,14,4,4,0,0,0,40,39,<=50K
28,2,78870,2,13,4,11,1,4,1,8614,0,40,39,>50K
42,2,107762,5,14,2,9,0,4,1,0,0,40,39,>50K
51,2,183611,0,12,0,3,4,4,1,0,0,55,11,<=50K
62,1,249078,2,13,0,9,1,2,0,0,0,40,39,<=50K
65,3,208452,7,10,2,11,0,4,1,0,0,35,39,>50K
23,2,302195,2,13,2,9,0,4,1,0,0,40,39,<=50K
60,6,199947,4,9,2,14,0,4,1,0,0,32,39,<=50K
50,3,174855,4,9,0,3,4,4,0,0,0,40,39,<=50K
32,4,39369,2,13,2,2,0,4,1,0,0,40,39,<=50K
37,0,196348,7,10,2,6,0,4,1,0,0,40,39,<=50K
54,2,200098,2,13,0,11,1,2,0,0,0,60,39,<=50K
32,0,127651,2,13,2,9,0,4,1,0,0,40,39,>50K
31,2,315128,7,10,4,0,1,4,0,0,0,52,39,<=50K
31,0,206823,2,13,0,10,1,4,1,0,0,50,39,>50K
65,4,316093,6,15,0,9,1,4,1,0,1668,40,39,<=50K
30,2,112115,4,9,2,6,0,4,1,0,0,60,21,>50K
63,6,203821,4,9,2,14,0,4,1,0,0,40,39,<=50K
40,0,298635,5,14,2,12,0,1,1,0,1902,40,30,>50K
26,5,109193,7,10,4,2,1,4,0,0,0,40,39,<=50K
34,1,43959,4,9,2,7,0,4,1,0,0,50,39,<=50K
66,1,222810,7,10,0,7,2,4,0,7896,0,40,0,>50K
44,4,27242,7,10,4,4,3,4,1,0,0,60,39,<=50K
30,2,53158,0,12,4,12,1,4,0,0,0,40,39,<=50K
36,4,206520,2,13,4,2,3,4,1,0,0,40,39,<=50K
31,2,164190,7,10,2,9,0,4,1,0,0,50,39,>50K
23,2,83891,4,9,4,11,3,1,1,0,0,40,39,<=50K
39,4,363418,2,13,5,2,3,4,1,0,0,35,39,<=50K
67,6,182378,2,13,2,14,0,4,1,9386,0,60,39,>50K
30,2,174789,0,12,2,3,0,4,1,0,1848,50,39,>50K
25,2,228608,7,10,4,2,2,1,0,0,0,40,1,<=50K
24,2,184400,4,9,4,13,3,1,1,0,0,30,0,<=50K
46,2,263568,4,9,2,6,0,4,1,0,0,40,39,<=50K
37,2,117381,5,14,2,9,0,4,1,0,0,45,39,<=50K
41,0,83411,4,9,2,7,0,4,1,0,0,40,39,<=50K
44,2,421449,4,9,0,0,4,4,0,0,0,40,39,<=50K
32,2,238944,4,9,2,6,0,4,1,0,0,40,39,<=50K
48,2,175925,4,9,2,6,0,4,1,0,0,48,39,<=50K
34,2,164190,2,13,2,3,0,4,1,0,0,40,39,<=50K
29,2,232914,1,11,4,0,3,2,0,0,0,40,39,<=50K
46,3,120121,2,13,2,11,0,4,1,0,0,50,39,>50K
36,1,180805,4,9,4,13,1,1,1,0,0,40,39,<=50K
59,1,161944,2,13,4,0,1,4,1,0,0,38,39,<=50K
50,6,22428,5,14,4,14,1,4,1,0,0,40,39,<=50K
25,2,290528,4,9,2,6,0,4,1,0,0,40,39,<=50K
27,2,123984,0,12,4,7,1,1,0,0,0,35,30,<=50K
36,2,183892,4,9,0,13,1,4,1,8614,0,45,39,>50K
49,5,55938,2,13,2,0,0,4,1,0,0,40,39,>50K
40,2,179717,2,13,0,11,1,4,1,0,1564,60,39,>50K
26,2,150361,2,13,4,9,1,4,0,0,0,40,39,<=50K
69,6,164102,4,9,0,14,1,4,0,0,0,40,39,>50K
59,2,252714,4,9,2,6,0,4,1,0,0,30,22,<=50K
30,2,205204,4,9,4,0,3,4,0,0,0,40,39,<=50K
31,1,168906,0,12,2,0,5,4,0,0,0,35,39,<=50K
30,2,112115,2,13,2,3,0,4,1,0,0,50,39,>50K
27,2,116531,2,13,4,3,1,4,0,0,0,40,39,<=50K
56,2,191917,0,12,0,0,4,4,0,4101,0,40,39,<=50K
24,2,341294,4,9,2,6,0,4,1,0,0,40,39,<=50K
47,2,216734,2,13,0,11,4,4,0,0,0,50,39,<=50K
51,2,182187,2,13,4,9,1,2,1,0,0,35,39,<=50K
34,2,424988,4,9,2,2,0,4,1,0,0,45,39,<=50K
47,2,168232,7,10,2,0,0,4,1,0,0,44,39,>50K
20,2,147171,7,10,4,0,4,1,0,0,0,40,40,<=50K
34,3,207668,4,9,2,2,0,4,1,0,0,54,0,>50K
42,2,200187,1,11,0,7,4,4,0,0,0,32,39,<=50K
56,2,398067,4,9,6,0,1,4,0,0,0,40,39,<=50K
53,2,29658,4,9,2,2,0,4,1,0,0,40,39,>50K
26,2,154966,7,10,2,11,0,4,1,0,0,50,39,>50K
57,0,97837,7,10,0,9,1,4,1,0,0,48,39,>50K
34,2,117983,4,9,4,0,1,4,0,0,0,40,39,<=50K
24,2,64167,1,11,4,12,4,2,0,0,0,40,39,<=50K
20,2,315877,4,9,4,7,4,4,1,0,2001,40,39,<=50K
68,0,232151,7,10,0,0,2,2,0,2346,0,40,39,<=50K
60,2,225526,4,9,5,11,1,4,0,0,0,32,39,<=50K
37,0,289653,7,10,2,2,0,4,1,0,0,40,39,<=50K
36,0,67317,4,9,2,0,0,4,1,0,0,40,39,<=50K
45,2,77764,0,12,2,2,0,4,1,0,0,40,39,<=50K
34,2,253438,7,10,2,3,0,4,1,0,0,60,39,>50K
47,4,83064,2,13,2,4,0,4,1,0,0,60,39,<=50K
60,4,376973,4,9,2,2,0,4,1,0,0,42,39,>50K
43,1,159449,7,10,2,10,0,4,1,0,0,40,39,<=50K
18,2,168288,4,9,4,5,3,4,1,0,0,40,39,<=50K
25,2,74883,2,13,4,12,1,1,0,0,1092,40,30,<=50K
20,2,275190,4,9,4,0,3,4,0,0,0,40,39,<=50K
32,2,189838,4,9,4,11,1,4,0,0,0,50,39,<=50K
43,2,331894,7,10,2,13,0,4,1,0,0,60,39,>50K
18,4,40293,4,9,4,4,2,4,1,0,0,40,39,<=50K
41,1,88904,2,13,5,9,4,2,0,0,0,40,39,<=50K
48,2,145041,4,9,4,6,2,4,1,0,0,40,6,<=50K
41,5,363591,1,11,2,3,0,4,1,0,0,40,39,<=50K
32,5,182556,2,13,2,10,0,4,1,0,1887,45,39,>50K
33,2,267859,4,9,4,2,3,4,1,0,0,40,8,<=50K
58,2,190747,4,9,2,6,0,4,1,0,0,40,39,<=50K
33,2,141229,7,10,0,7,1,4,0,0,0,50,39,<=50K
42,4,174216,6,15,2,9,0,4,1,0,0,38,39,>50K
25,2,366416,4,9,4,0,3,4,0,0,0,40,39,<=50K
39,2,172538,4,9,2,9,0,4,1,0,0,50,39,>50K
35,2,193026,2,13,2,11,0,4,1,0,0,45,39,>50K
50,2,184424,7,10,2,0,5,4,0,0,1902,38,39,>50K
49,1,337768,5,14,2,3,0,4,1,0,0,50,39,>50K
25,1,179059,2,13,4,9,3,4,1,0,0,40,39,<=50K
47,0,99549,7,10,0,0,4,2,0,0,0,40,39,<=50K
46,2,72619,7,10,2,3,5,4,0,0,0,40,39,>50K
42,5,55764,0,12,0,9,1,2,1,0,0,40,39,<=50K
25,2,308144,2,13,4,2,1,4,1,0,0,40,26,<=50K
26,2,282304,7,10,4,11,1,4,1,0,0,45,39,<=50K
26,6,176077,7,10,4,14,4,4,0,0,0,40,39,<=50K
45,3,142719,2,13,2,3,0,4,1,0,0,40,39,>50K
34,2,114973,4,9,5,3,4,4,0,0,0,30,39,<=50K
33,0,159548,0,12,4,0,4,2,0,0,0,40,39,<=50K
43,2,91209,2,13,2,3,0,4,1,0,0,40,39,>50K
28,2,196564,4,9,2,2,0,4,1,0,0,45,39,<=50K
21,2,169699,7,10,4,7,1,4,0,0,0,35,39,<=50K
23,2,218215,0,12,4,7,3,4,0,0,0,35,39,<=50K
30,2,156718,4,9,4,12,1,4,0,0,0,40,39,<=50K
46,2,55720,5,14,2,3,0,4,1,0,0,45,39,>50K
38,3,257250,4,9,4,4,1,4,1,0,0,50,39,<=50K
20,2,194630,4,9,4,11,1,4,1,0,0,40,39,<=50K
36,2,398931,2,13,2,9,0,4,1,0,1485,50,39,>50K
44,1,101593,5,14,4,9,1,4,1,0,1876,42,39,<=50K
33,2,196266,4,9,2,2,0,4,1,0,0,40,39,>50K
45,1,197332,2,13,4,3,1,4,1,0,0,40,39,<=50K
47,2,97842,7,10,2,2,0,4,1,0,0,40,39,<=50K
54,2,86837,4,9,2,2,0,1,1,0,1902,40,39,>50K
43,2,116852,4,9,2,3,5,4,0,0,0,36,32,>50K
37,2,38468,7,10,4,0,1,4,0,0,0,40,39,<=50K
44,1,188808,1,11,2,2,0,4,1,0,0,40,39,>50K
55,1,177163,5,14,6,9,4,4,0,914,0,50,39,<=50K
41,2,187322,4,9,2,6,0,4,1,0,0,48,39,<=50K
23,2,107578,2,13,4,0,3,4,0,2174,0,40,39,<=50K
38,2,168680,7,10,4,0,3,2,0,0,0,40,39,<=50K
23,2,256755,2,13,4,5,2,4,0,0,0,40,5,<=50K
35,2,360799,4,9,2,2,0,4,1,7298,0,40,39,>50K
47,2,30457,1,11,2,7,0,4,1,0,0,40,39,<=50K
41,4,443508,4,9,2,3,0,4,1,0,0,50,39,<=50K
41,2,178983,4,9,2,0,5,4,0,0,0,40,39,<=50K
26,2,143068,7,10,2,3,0,4,1,2407,0,50,39,<=50K
30,1,247328,7,10,4,0,1,4,1,0,0,40,39,<=50K
42,2,201732,7,10,2,11,0,4,1,0,0,40,39,>50K
35,2,246829,4,9,0,3,4,4,0,0,0,40,39,<=50K
29,2,119170,7,10,5,12,4,4,0,0,0,40,39,<=50K
48,5,170142,5,14,0,9,1,4,1,0,0,40,39,>50K
44,4,187164,4,9,0,13,4,4,1,0,0,60,39,<=50K
32,2,213179,7,10,0,2,3,4,1,0,0,40,39,>50K
31,5,111843,0,12,5,7,4,2,0,0,0,40,39,<=50K
25,2,297154,4,9,2,5,0,4,1,2407,0,40,39,<=50K
47,0,68493,4,9,2,0,0,2,1,0,0,40,39,>50K
28,5,286310,4,9,2,0,3,4,0,0,0,40,39,<=50K
38,2,207202,4,9,2,6,0,4,1,0,0,48,39,>50K
33,3,132601,4,9,2,2,0,4,1,0,0,40,39,>50K
41,2,160785,1,11,2,3,0,4,1,0,0,40,39,>50K
38,1,225605,7,10,2,9,0,4,1,0,0,44,39,<=50K
24,2,190290,2,13,4,11,1,4,1,0,0,60,39,<=50K
49,2,164799,4,9,2,6,0,4,1,0,0,40,39,>50K
60,0,21876,7,10,0,9,1,0,0,0,0,40,39,<=50K
44,2,160785,2,13,2,11,0,4,1,0,0,60,39,>50K
63,3,272425,1,11,2,3,0,4,1,0,0,40,39,>50K
40,2,168538,4,9,2,11,0,4,1,0,0,60,39,>50K
45,3,204205,7,10,2,3,0,4,1,0,0,50,39,>50K
49,2,142287,7,10,2,0,0,4,1,0,1902,50,39,>50K
36,2,169926,4,9,0,11,1,4,0,0,0,40,39,<=50K
25,2,108779,5,14,5,7,3,4,0,0,0,40,39,<=50K
20,6,293136,7,10,4,14,3,4,0,0,0,35,39,<=50K
60,2,227332,1,11,6,0,1,4,1,0,0,40,39,<=50K
31,2,153078,0,12,4,2,3,3,1,0,0,50,39,<=50K
47,2,169180,5,14,4,9,1,4,0,0,0,35,39,<=50K
45,4,193451,7,10,2,13,0,4,1,0,0,45,39,<=50K
51,2,305147,2,13,4,9,1,4,1,0,0,40,39,<=50K
23,2,138892,4,9,4,6,3,2,1,0,0,40,39,<=50K
44,4,402397,5,14,2,3,5,4,0,0,1902,60,39,>50K
34,2,223267,4,9,4,3,2,4,1,0,0,50,39,<=50K
51,6,203953,4,9,2,14,0,4,1,0,0,40,39,>50K
46,5,29696,4,9,2,13,0,4,1,0,0,40,39,<=50K
30,2,315640,3,16,2,9,0,1,1,0,1977,40,3,>50K
56,2,282023,6,15,2,9,0,4,1,0,0,45,39,>50K
29,2,77760,4,9,2,0,0,4,1,0,0,45,39,<=50K
46,4,148599,5,14,2,2,0,4,1,0,0,50,39,>50K
55,2,414994,4,9,2,2,0,4,1,0,0,40,39,<=50K
45,2,339863,2,13,0,11,1,4,1,8614,0,48,39,>50K
34,2,499249,4,9,3,5,1,4,1,0,0,40,13,<=50K
41,2,252058,2,13,4,0,1,4,1,0,0,40,39,<=50K
34,2,117963,6,15,2,9,0,4,1,0,0,50,39,>50K
27,2,194652,4,9,4,2,3,2,1,0,0,40,39,<=50K
29,2,299705,7,10,4,5,4,2,1,0,0,37,39,<=50K
47,1,39986,2,13,2,9,0,4,1,0,0,40,39,<=50K
43,3,135342,7,10,2,3,0,4,1,0,0,50,39,>50K
52,2,270142,1,11,5,3,4,2,0,0,0,60,39,<=50K
33,4,118267,0,12,0,11,1,4,1,0,0,60,39,<=50K
23,2,35633,4,9,2,5,0,4,1,0,0,40,39,<=50K
23,2,74568,7,10,4,3,1,4,1,0,0,40,39,<=50K
39,2,214816,2,13,2,3,0,4,1,0,0,60,39,<=50K
31,2,259425,4,9,2,2,0,4,1,0,0,40,39,>50K
47,3,212120,4,9,2,2,0,4,1,0,0,40,39,>50K
26,2,245880,4,9,4,0,1,4,1,0,0,60,39,<=50K
58,1,54947,7,10,4,9,1,4,0,0,0,55,39,<=50K
55,2,151474,2,13,4,12,2,4,0,0,1590,38,39,<=50K
26,2,132661,4,9,2,3,5,4,0,5013,0,40,39,<=50K
28,2,161674,4,9,4,6,4,4,0,0,0,40,39,<=50K
36,2,62346,4,9,2,2,0,2,1,0,0,40,39,<=50K
40,2,227236,4,9,2,11,0,4,1,0,0,50,39,<=50K
42,2,251229,2,13,2,13,0,4,1,0,0,40,39,<=50K
23,5,305498,1,11,4,12,1,4,0,0,0,40,39,<=50K
33,5,79440,5,14,4,9,1,1,1,0,0,30,24,<=50K
48,1,142719,5,14,2,9,0,4,1,0,0,40,39,>50K
56,2,119859,7,10,0,13,1,4,1,0,0,40,39,>50K
32,2,141410,4,9,2,6,0,2,1,0,0,40,39,<=50K
27,2,198813,4,9,0,0,3,2,0,0,0,40,39,<=50K
33,0,129707,7,10,4,3,1,4,1,0,0,50,39,<=50K
44,2,173981,4,9,2,2,0,4,1,0,0,40,39,<=50K
42,2,108506,4,9,2,13,0,0,1,0,0,60,39,<=50K
34,2,134886,7,10,4,0,1,4,0,0,0,40,39,<=50K
45,0,181970,4,9,2,0,0,4,1,0,1672,40,39,<=50K
57,3,282913,4,9,2,11,0,4,1,0,0,40,5,<=50K
59,1,196013,2,13,2,9,0,4,1,0,0,40,39,>50K
33,0,348491,7,10,2,3,5,2,0,0,0,40,39,>50K
52,2,416164,4,9,2,4,0,3,1,0,0,49,26,<=50K
29,2,103111,4,9,4,7,3,4,1,0,0,30,2,<=50K
63,4,147589,2,13,2,11,0,4,1,0,0,30,39,>50K
42,3,123838,6,15,2,9,0,4,1,0,1977,50,39,>50K
50,4,175456,4,9,2,4,0,4,1,0,0,50,39,<=50K
55,2,84774,4,9,2,8,5,4,0,0,0,30,39,<=50K
28,2,134566,2,13,2,3,0,4,1,0,0,45,39,<=50K
55,2,211678,1,11,2,6,0,4,1,0,0,45,39,<=50K
44,0,44822,7,10,2,2,0,4,1,0,0,40,39,<=50K
53,5,144586,7,10,4,10,1,4,0,0,0,40,39,<=50K
23,2,119156,4,9,2,2,0,4,1,0,0,40,39,<=50K
25,2,371987,4,9,0,0,1,4,0,0,0,40,39,<=50K
44,5,144125,2,13,0,9,1,4,0,0,0,40,39,<=50K
55,2,31905,5,14,2,3,0,4,1,0,1977,40,39,>50K
48,4,121124,7,10,2,9,0,4,1,0,0,35,39,>50K
46,2,58126,4,9,2,2,0,4,1,0,0,40,39,<=50K
26,2,318518,7,10,4,13,1,4,1,0,0,40,39,<=50K
32,2,473133,5,14,2,9,0,4,1,0,0,40,39,>50K
52,2,155434,4,9,2,3,0,4,1,0,0,48,39,<=50K
52,2,99185,4,9,2,11,0,4,1,7298,0,50,39,>50K
39,2,56648,4,9,5,11,1,4,0,0,0,47,39,<=50K
57,1,118481,2,13,2,9,0,4,1,0,1902,40,39,>50K
21,2,321666,4,9,4,2,3,4,1,594,0,40,39,<=50K
26,2,330695,7,10,2,6,0,4,1,0,0,40,39,<=50K
26,5,58039,7,10,2,7,0,4,1,0,0,40,39,<=50K
44,2,313022,1,11,2,3,0,2,1,0,0,40,39,>50K
42,2,178134,7,10,0,0,1,4,0,0,0,30,39,<=50K
40,2,165309,7,10,2,13,0,4,1,0,0,43,39,<=50K
62,2,178745,4,9,2,2,0,4,1,0,0,45,39,>50K
44,2,111067,7,10,2,2,0,4,1,0,0,40,39,<=50K
18,6,163788,7,10,4,14,3,4,0,0,0,40,39,<=50K
45,2,123075,4,9,2,3,0,4,1,0,0,50,39,<=50K
32,1,255004,7,10,4,2,1,4,1,0,0,40,39,<=50K
33,2,254221,3,16,4,9,1,4,0,0,0,60,39,>50K
48,2,192894,3,16,2,9,0,4,1,0,0,40,39,>50K
45,2,325390,4,9,2,11,0,4,1,0,0,40,39,<=50K
36,4,20333,4,9,2,11,5,4,0,7688,0,40,39,>50K
32,0,128714,4,9,4,7,3,2,0,0,0,32,39,<=50K
35,2,170797,2,13,0,7,1,4,0,0,0,40,39,<=50K
39,2,269186,4,9,2,2,0,4,1,0,0,40,39,<=50K
37,2,163392,4,9,4,13,2,1,1,0,0,40,0,<=50K
40,2,201495,2,13,0,10,1,4,1,0,0,45,39,<=50K
25,2,251854,7,10,4,0,1,2,0,0,0,40,23,<=50K
41,2,279297,4,9,4,11,1,2,0,0,0,60,39,<=50K
33,2,170769,4,9,2,2,0,4,1,0,0,40,39,<=50K
28,2,142443,4,9,4,2,3,4,1,0,0,40,39,<=50K
25,4,182809,4,9,2,2,0,4,1,7298,0,40,39,>50K
53,2,121441,7,10,2,11,0,4,1,0,0,55,39,<=50K
35,2,170263,4,9,0,3,4,4,0,0,0,40,39,<=50K
38,2,172571,7,10,0,2,3,4,1,0,0,58,31,<=50K
34,2,178615,4,9,2,6,0,4,1,0,0,40,39,<=50K
33,2,279524,4,9,0,6,1,4,0,0,0,40,39,<=50K
24,5,165201,7,10,2,0,5,4,0,0,0,45,39,<=50K
29,2,235168,0,12,2,11,0,4,1,0,0,60,39,<=50K
46,1,216414,7,10,2,10,0,4,1,0,0,40,39,>50K
47,5,80914,5,14,2,3,0,4,1,0,0,47,39,>50K
62,2,73292,7,10,2,7,0,4,1,0,0,40,39,<=50K
54,4,212165,4,9,2,11,0,4,1,0,0,60,39,<=50K
57,2,109638,7,10,2,3,0,4,1,0,1672,45,39,<=50K
25,2,200408,0,12,4,2,3,4,1,0,0,40,39,<=50K
44,3,187720,7,10,2,11,0,4,1,0,0,50,39,>50K
52,2,236180,2,13,3,7,1,4,1,0,0,50,39,<=50K
21,2,118693,7,10,4,6,3,4,1,0,0,40,39,<=50K
39,2,225544,5,14,2,13,0,4,1,0,0,40,31,<=50K
59,0,243612,4,9,6,6,4,4,0,0,0,40,39,<=50K
29,4,160786,4,9,2,3,0,4,1,0,0,55,39,<=50K
22,2,124971,2,13,4,11,1,4,1,0,0,40,39,<=50K
32,2,209184,2,13,2,11,0,3,1,0,0,40,33,<=50K
39,5,121838,4,9,0,7,4,2,0,0,0,40,39,<=50K
46,2,265275,5,14,2,9,0,4,1,0,0,60,39,<=50K
50,2,71417,4,9,2,2,0,4,1,3103,0,40,39,>50K
34,2,45522,4,9,4,7,1,4,1,0,0,40,39,<=50K
28,1,250135,5,14,2,9,5,4,0,0,1902,55,39,<=50K
20,2,216972,4,9,4,11,1,4,1,0,0,30,39,<=50K
20,2,116791,4,9,4,6,2,4,0,0,0,40,39,<=50K
55,5,26290,1,11,6,3,1,0,0,0,0,38,39,<=50K
22,2,216134,7,10,4,11,3,2,0,0,0,40,39,<=50K
60,4,143932,5,14,2,3,0,4,1,0,0,40,39,<=50K
47,5,223944,7,10,2,0,5,4,0,0,0,30,39,<=50K
23,2,185452,2,13,4,3,1,4,0,0,0,35,2,<=50K
57,1,44273,4,9,6,13,1,4,0,0,0,40,39,<=50K
49,3,158685,4,9,2,0,5,4,0,0,2377,40,39,>50K
41,0,57924,7,10,4,10,3,4,1,0,0,40,39,<=50K
40,5,270324,1,11,2,7,0,2,1,0,0,30,39,<=50K
38,2,33001,2,13,2,3,0,4,1,0,0,55,39,>50K
58,2,204021,4,9,4,13,3,4,1,0,0,40,2,<=50K
26,2,192506,2,13,4,7,1,2,0,0,0,35,39,<=50K
28,2,273929,4,9,2,11,0,4,1,0,1628,60,39,<=50K
42,2,195821,4,9,5,11,4,4,0,0,0,40,39,<=50K
28,2,56179,7,10,4,3,1,4,1,2174,0,55,39,<=50K
28,2,199600,4,9,2,6,0,2,1,0,0,40,39,<=50K
42,2,255847,4,9,2,6,0,4,1,4386,0,48,39,>50K
51,4,218311,7,10,0,11,4,4,0,0,0,50,39,<=50K
27,2,167336,7,10,4,0,1,4,0,0,0,39,39,<=50K
41,2,59938,4,9,0,0,4,4,0,0,0,43,39,<=50K
28,2,263728,2,13,2,2,0,4,1,0,0,40,39,<=50K
49,2,43910,4,9,2,0,5,4,0,0,0,30,39,<=50K
47,2,190139,5,14,2,3,0,4,1,0,0,40,39,>50K
27,2,109001,7,10,2,2,0,4,1,0,0,49,39,<=50K
42,1,159931,2,13,2,9,5,4,0,0,0,45,39,>50K
32,2,194987,4,9,2,0,5,2,0,0,0,40,39,<=50K
32,1,87310,4,9,2,7,0,4,1,0,0,41,39,<=50K
27,2,133937,5,14,4,11,3,4,1,0,0,40,39,<=50K
29,2,207064,4,9,2,2,0,4,1,0,0,40,39,>50K
22,2,36011,1,11,4,9,1,4,1,0,0,30,39,<=50K
41,0,168294,4,9,2,0,0,4,1,5178,0,40,39,>50K
49,1,194895,7,10,2,5,0,4,1,7298,0,40,39,>50K
58,4,49884,4,9,2,4,0,4,1,0,0,50,39,<=50K
41,4,27305,4,9,2,4,0,4,1,7688,0,40,39,>50K
21,2,64520,4,9,4,11,1,4,1,0,0,55,39,<=50K
37,2,305379,2,13,2,3,0,4,1,0,0,50,39,>50K
42,4,99185,7,10,2,3,0,4,1,0,0,40,39,>50K
67,2,197865,7,10,0,0,1,4,0,0,0,40,39,<=50K
41,1,175149,4,9,0,13,1,2,0,0,0,38,39,<=50K
49,1,349633,5,14,2,9,5,4,0,0,0,50,39,>50K
36,2,135293,2,13,0,9,4,4,0,1506,0,45,0,<=50K
43,5,144811,6,15,0,9,1,4,1,0,0,50,39,<=50K
66,2,114447,1,11,6,9,1,4,0,0,0,35,39,<=50K
51,2,147954,4,9,2,0,5,2,0,3411,0,38,39,<=50K
27,3,64379,4,9,2,2,0,4,1,0,1740,40,39,<=50K
61,6,161279,4,9,6,14,1,4,0,0,0,36,39,<=50K
38,2,225707,4,9,2,6,0,4,1,0,0,40,5,>50K
43,1,115603,7,10,0,0,4,4,0,0,0,40,39,<=50K
63,2,275034,2,13,2,11,0,4,1,0,1740,35,39,<=50K
42,2,56483,0,12,0,0,4,4,0,0,0,40,39,<=50K
43,0,144778,2,13,4,3,1,4,1,0,0,40,39,>50K
41,1,297248,6,15,2,9,0,4,1,0,2415,45,39,>50K
30,4,33308,4,9,4,2,1,4,1,0,0,40,39,<=50K
30,2,158420,2,13,4,9,1,4,1,0,0,50,20,<=50K
28,2,149734,4,9,4,7,4,2,0,0,0,52,39,<=50K
